SNo,அதிகாரம்,இயல்,பால்,Chapter,Book,Division,अध्याय-chapter,विभाजन-Division,पुस्तक-book,தமிழ்,English,हिन्दी,English_explanation,Tamil_Explanation,Hindi_Explanation
1091,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,இருநோக்கு இவளுண்கண் உள்ளது ஒருநோக்கு நோய்நோக்கொன் றந்நோய் மருந்து.,A double witchery have glances of her liquid eye; One glance is glance that brings me pain; the other heals again. ,"इसके कजरारे नयन, रखते हैं दो दृष्टि ।  रोग एक, उस रोग की, दवा दूसरी दृष्टि ॥","There are two looks in the dyed eyes of this (fair one); one causes pain, and the other is the cure thereof.","(தலைமகன் தலைமகள் உளப்பாட்டுக் குறிப்பினை அவள்  நோக்கினான் அறிந்தது.) இவள் உண்கண் உள்ளது இரு  நோக்கு - இவளுடைய உண்கண் அகத்தாய நோக்கு இது  பொழுது என்மேல் இரண்டு நோக்காயிற்று; ஒரு நோக்கு நோய்  நோக்கு, ஒன்று அந்நோய் மருந்து - அவற்றுள் ஒரு நோக்கு  என்கண் நோய் செய்யும் நோக்கு, ஏனையது அந்நோய்க்கு  மருந்தாய நோக்கு. (உண்கண்: மையுண்ட கண். நோய்  செய்யும் நோக்கு அவள் மனத்தினாய நோக்குத் தன்கண்  நிகழ்கின்ற அன்பு நோக்கு. நோய் செய்யும் நோக்கினைப்  பொதுநோக்கு என்பாரும் உளர்,அது நோய் செயின்  கைக்கிளையாவதல்லது அகமாகாமை அறிக.அவ்  வருத்தந்தீரும் வாயிலும் உண்டாயிற்று என்பதாம்.).","इस (निष्पक्ष एक) की रंगे आंखों में दो लुक हैं;एक दर्द का कारण बनता है, और दूसरा इसके इलाज है।"
1092,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,கண்களவு கொள்ளும் சிறுநோக்கம் காமத்தில் செம்பாகம் அன்று பெரிது.,"The furtive glance, that gleams one instant bright, Is more than half of love's supreme delight. ","आंख बचा कर देखना, तनिक मुझे क्षण काल ।  अर्द्ध नहीं, संयोग का, उससे अधिक रसाल ॥",A single stolen glance of her eyes is more than half the pleasure (of sexual embrace).,"(இதுவும் அது.) கண் களவு கொள்ளும் சிறுநோக்கம் - இவள்  கண்கள் யான் காணாமல் என்மேல் நோக்குகின்ற அருகிய  நோக்கம்; காமத்தின் செம்பாகம் அன்று பெரிது - மெய்யுறு  புணர்ச்சியின் ஒத்த பாதி அளவன்று; அதனினும் மிகும். (தான்  நோக்கியவழி நாணி இறைஞ்சியும்,நோக்காவழி உற்று  நோக்கியும் வருதலான், 'களவுகொள்ளும்' என்றும், அஃது  உளப்பாடுள்வழி நிகழ்வதாகலின், இனிப் 'புணர்தல்  ஒருதலை'என்பான் 'செம்பாகம் அன்று, பெரிது' என்றும்  கூறினான்.).",उसकी आँखों की एक भी चोरी की नज़र आधे से अधिक आनंद (यौन आलिंगन की) है।
1093,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,நோக்கினாள் நோக்கி இறைஞ்சினாள் அஃதவள் யாப்பினுள் அட்டிய நீர்.,"She looked, and looking drooped her head: On springing shoot of love 'its water shed! ","देखा, उसने देख कर, झुका लिया जो सीस ।  वह क्यारी में प्रेम की, देना था जल सींच ॥",She has looked (at men) and stooped (her head); and that (sign) waters as it were (the corn of) our love.,"(நோக்கினாலும் நாணினாலும் அறிந்தது.) நோக்கினாள் - யான்  நோக்கா அளவில் தான் என்னை அன்போடு நோக்கினாள்;  நோக்கி இறைஞ்சினாள் -நோக்கி ஒன்றனை யுட்கொண்டு  நாணி இறைஞ்சினாள்; அஃது யாப்பினுள் அவள் அட்டிய நீர் -  அக்குறிப்பு இருவேமிடையும் தோன்றிய அன்புப்பயிர் வளர  அதன்கண் அவள் வார்த்த நீராயிற்று. (அஃது என்னும்  சுட்டுப்பெயர், அச்செய்கைக்கு ஏதுவாய குறிப்பின்மேல்  நின்றது. யாப்பினான் ஆயதனை, 'யாப்பு' என்றார். ஏகதேச  உருவகம்.).",उसने (पुरुषों पर) देखा है और (उसका सिर) रुक गया है;और वह (संकेत) पानी के रूप में यह हमारे प्यार का मकई था।
1094,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,யான்நோக்கும் காலை நிலன்நோக்கும் நோக்காக்கால் தான்நோக்கி மெல்ல நகும்.,I look on her: her eyes are on the ground the while: I look away: she looks on me with timid smile. ,"मैं देखूँ तो डालती, दृष्टि भूमि की ओर ।  ना देखूँ तो देख खुद, मन में रही हिलोर ॥","When I look, she looks down; when I do not, she looks and smiles gently.","(நாணினாலும் மகிழ்ச்சியினாலும் அறிந்தது.) யான்  நோக்குங்காலை நிலன் நோக்கும் - யான் தன்னை  நோக்குங்கால் தான் எதிர்நோக்காது இறைஞ்சி நிலத்தை  நோக்காநிற்கும்; நோக்காக்கால் தான் நோக்கி மெல்ல நகும் -  அஃது அறிந்து யான் நோக்காக்கால் தான் என்னை நோக்கித்  தன்னுள்ளே மகிழா நிற்கும். (மெல்ல வெளிப்படாமல்,  மகிழ்ச்சியால் புணர்தற் குறிப்பு இனிது விளங்கும். 'மெல்ல  நகும்' என்பதற்கு முறுவலிக்கும் என்று உரைப்பாரும் உளர்.).","जब मैं देखता हूं, तो वह नीचे देखता है;जब मैं नहीं करता, तो वह देखती है और धीरे से मुस्कुराती है।"
1095,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,குறிக்கொண்டு நோக்காமை அல்லால் ஒருகண் சிறக்கணித்தாள் போல நகும்,"She seemed to see me not; but yet the maid Her love, by smiling side-long glance, betrayed. ","सीधे वह नहीं देखती, यद्यपि मेरी ओर ।  सुकुचाती सी एक दृग, मन में रही हिलोर ॥","She not only avoids a direct look at me, but looks as it were with a half-closed eye and smiles.","(இதுவும் அது.) குறிக்கொண்டு நோக்காமை அல்லால் - நேரே  குறிக்கொண்டு நோக்காத் துணையல்ல; ஒருகண்  சிறக்கணித்தாள் போல நகும் - ஒரு கண்ணைச்  சிறங்கணித்தாள் போல என்னை நோக்கிப் பின் தன்னுள்ளே  மகிழா நிற்கும். (சிறக்கணித்தாள் என்பது செய்யுள் விகாரம்,  சிறங்கணித்தல்: சுருங்குதல். அதுதானும் வெளிப்பட  நிகழாமையின், 'போல'என்றான். 'நோக்கி' என்பது  சொல்லெச்சம். இனிஇவளை எய்துதல் ஒருதலை என்பது  குறிப்பெச்சம்.).","वह न केवल मुझ पर एक सीधा नज़र से बचती है, बल्कि ऐसा लगता है कि यह एक आधी बंद आंख और मुस्कुराहट के साथ थी।"
1096,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,உறாஅ தவர்போல் சொலினும் செறாஅர்சொல் ஒல்லை உணரப் படும்.,"Though with their lips affection they disown, Yet, when they hate us not, 'tis quickly known. ","यदुअपि वह अनभिज्ञ सी, करती है कटु बात ।  बात नहीं है क्रुद्ध की, झट होती यह ज्ञात ॥","Though they may speak harshly as if they were strangers, the words of the friendly are soon understood.","(தோழி சேண்படுத்தவழி அவள் குறிப்பு அறிந்த தலைமகன்  தன்னுள்ளே சொல்லியது.) உறாஅதவர்போல் சொலினும் -  புறத்து நொதுமலர் போலக் கடுஞ்சொல் சொன்னாராயினும்;  செறாஅர் சொல் ஒல்லை உணரப்படும் - அகத்துச்  செறுதலிலாதார் சொல் பிற்பயத்தல் குறையுற்றாரால் கடிதின்  அறியப்படும். (கடுஞ்சொல் என்பது, 'இவ்விடம் காவல் மிகுதி  உடைத்து, வரற்பாலிர் அல்லீர்' என்றல் முதலாயின. 'செறார்'  எனவே, அருள் உடைமை பெறப்பட்டது. தன் குறை முடிக்கக்  கருதியே சேண்படுக்கின்றமை குறிப்பான் அறிந்து, உலகியல்  மேலிட்டுக் கூறியவாறு. இது வருகின்ற பாட்டிற்கும் ஒக்கும்.).","हालांकि वे कठोर रूप से बोल सकते हैं जैसे कि वे अजनबी थे, दोस्ताना के शब्द जल्द ही समझ गए हैं।"
1097,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,செறாஅச் சிறுசொல்லும் செற்றார்போல் நோக்கும் உறாஅர்போன்று உற்றார் குறிப்பு.,"The slighting words that anger feign, while eyes their love reveal. Are signs of those that love, but would their love conceal. ","रुष्ट दृष्टि है शत्रु सम, कटुक वचन सप्रीति ।  दिखना मानों अन्य जन, प्रेमी जन की रीति ॥",Little words that are harsh and looks that are hateful are (but) the expressions of lovers who wish to act like strangers.,"(இதுவும் அது.) செறாஅச் சிறு சொல்லும் - பின் இனிதாய்  முன் இன்னாதாய சொல்லும்; செற்றார் போல் நோக்கும் -  அகத்துச் செறாதிருந்தே புறத்துச் செற்றார் போன்ற வெகுளி  நோக்கும்; உறாஅர் போன்று உற்றார் குறிப்பு - நொதுமலர்  போன்று நட்பாயினார்க்கு ஒரு குறிப்புப்பற்றி வருவன.  (குறிப்பு: ஆகுபெயர். இவை உள்ளே ஒரு பயன் குறித்துச்  செய்கின்றன இயல்பல்ல ஆகலான், இவற்றிற்கு அஞ்ச  வேண்டா என்பதாம்.).",छोटे शब्द जो कठोर हैं और दिखता है कि घृणित हैं (लेकिन) प्रेमियों के भाव हैं जो अजनबियों की तरह काम करना चाहते हैं।
1098,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,அசையியற்கு உண்டாண்டோர் ஏஎர்யான் நோக்கப் பசையினள் பைய நகும்.,"I gaze, the tender maid relents the while; And, oh the matchless grace of that soft smile! ","मैं देखूँ तो, स्निग्ध हो, करे मंद वह हास ।  सुकुमारी में उस समय, एक रही छवी ख़ास ॥","When I look, the pitying maid looks in return and smiles gently; and that is a comforting sign for me.",(தன்னை நோக்கி மகிழ்ந்த தலைமகளைக் கண்டு தலைமகன்  கூறியது.) யான் நோக்கப் பசையினள் பைய நகும் - என்னை  அகற்றுகின்ற சொற்கு ஆற்றாது யான் இரந்து நோக்கியவழி  அஃது அறிந்து நெகிழ்ந்து உள்ளே மெல்ல நகாநின்றாள்;  அசையியற்கு ஆண்டு ஓர் ஏர் உண்டு - அதனால்  நுடங்கியஇயல்பினை உடையாட்கு அந்நகையின்கண்ணே  தோன்றுகின்றதோர் நன்மைக் குறிப்பு உண்டு . (ஏர்:  ஆகுபெயர். 'அக்குறிப்பு இனிப் பழுதாகாது' என்பதாம்.).,"जब मैं देखता हूं, तो दयालु नौकरानी बदले में दिखती है और धीरे से मुस्कुराती है;और यह मेरे लिए एक आरामदायक संकेत है।"
1099,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,ஏதிலார் போலப் பொதுநோக்கு நோக்குதல் காதலார் கண்ணே உள.,"The look indifferent, that would its love disguise, Is only read aright by lovers' eyes. ","उदासीन हो देखना, मानों हो अनजान ।  प्रेमी जन के पास ही, रहती ऐसी बान ॥","Both the lovers are capable of looking at each other in an ordinary way, as if they were perfect strangers.","(தோழி மதியுடம்படுவாள் தன்னுள்ளே சொல்லியது) ஏதிலார்  போலப் பொதுநோக்கு நோக்குதல் - முன்னறியாதார் போல  ஒருவரையொருவர் பொதுநோக்கத்தான் நோக்குதல்; காதலார்  கண்ணே உள - இக்காதலையுடையர் கண்ணே  உளவாகாநின்றன. (பொது நோக்கு : யாவர் மாட்டும் ஒரு  தன்மைத்தாய நோக்குதல் தொழில் ஒன்றேயாயினும்,  இருவர்கண்ணும் நிகழ்தலானும், ஒருவர்கண்தானும் குறிப்பு  வேறுபாட்டால் பலவாம் ஆகலானும், 'உள' எனப் பன்மையாற்  கூறப்பட்டது. இருவரும் 'மது மறைந்துண்டார் மகிழ்ச்சிபோல  உள்ளத்துள்ளே மகிழ்தலின்' (இறையனார்-8) அதுபற்றிக்  'காதலார்' என்றும், அது புறத்து வெளிப்படாமையின் 'ஏதிலார்  போல' என்றும் கூறினாள்.).","दोनों प्रेमी एक दूसरे को एक सामान्य तरीके से देखने में सक्षम हैं, जैसे कि वे सही अजनबी थे।"
1100,குறிப்பறிதல்,களவியல்,காமத்துப்பால்,Recognition of the Signs ,The Pre-marital love,Love,संकेतों को पहचानना,प्यार,शादी से पहले का प्यार,கண்ணொடு கண்இணை நோக்கொக்கின் வாய்ச்சொற்கள் என்ன பயனும் இல.,"When eye to answering eye reveals the tale of love, All words that lips can say must useless prove. ","नयन नयन मिल देखते, यदि होता है योग ।  वचनों का मूँह से कहे, है नहिं कुछ उपयोग ॥","The words of the mouths are of no use whatever, when there is perfect agreement between the eyes (of lovers).","(இதுவும் அது) கண்ணொடு கண்இணை நோக்கு ஒக்கின் -  காமத்திற்கு உரிய இருவருள் ஒருவர் கண்களோடு ஒருவர்  கண்கள் நோக்கால் ஒக்குமாயின்; வாய்ச்சொற்கள் என்ன  பயனும் இல - அவர் வாய்மை தோன்றச் சொல்லுகின்ற  வாய்ச்சொற்கள் ஒரு பயனும் உடைய அல்ல. (நோக்கால்  ஒத்தல்: காதல் நோக்கினவாதல். வாய்ச் சொற்கள்:  மனத்தின்கண் இன்றி வாயளவில் தோன்றுகின்ற சொற்கள்.  இருவர் சொல்லும் கேட்டு உலகியல்மேல் வைத்துக்  கூறியவாறு. இருவர் சொல்லுமாவன: அவள் புனங்காவல்  மேலும், அவன் வேட்டத்தின் மேலும் சொல்லுவன. பயனில்  சொற்களாகலின்,இவை கொள்ளப்படா என்பதாம். இவை  புணர்தல் நிமித்தம்.).","जब आँखों (प्रेमियों) के बीच सही समझौता होता है, तो मुंह के शब्द किसी भी काम के नहीं होते हैं।"
1101,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,கண்டுகேட்டு உண்டுயிர்த்து உற்றறியும் ஐம்புலனும் ஒண்தொடி கண்ணே உள.,"All joys that senses five- sight, hearing, taste, smell, touch- can give, In this resplendent armlets-bearing damsel live! ","पंचेन्द्रिय सुख, रूप औ’, स्पर्श गंध रस शब्द ।  उज्ज्वल चूड़ी से सजी, इसमें सब उपलब्ध ॥","The (simultaneous) enjoyment of the five senses of sight, hearing, taste, smell and touch can only be found with bright braceleted (women).","(இயற்கைப் புணர்ச்சி இறுதிக்கண் சொல்லியது.) கண்டு கேட்டு  உண்டு உயிர்த்து உற்று அறியும் ஐம்புலனும் -கண்ணால்  கண்டும் செவியால் கேட்டும் நாவால் உண்டும் மூக்கால்  மோந்தும் மெய்யால் தீண்டியும் அனுபவிக்கப்படும்  ஐம்புலனும்; ஒண்டொடி கண்ணே உள - இவ்வொள்ளிய  தொடியை உடையாள் கண்ணே உளவாயின. (உம்மை, முற்று  உம்மை, தேற்றேகாரம்: வேறிடத்து இன்மை விளக்கி  நின்றது.வேறுவேறு காலங்களில் வேறு வேறு பொருள்களான்  அனுபவிக்கப்படுவன ஒரு காலத்து இவள் கண்ணே  அனுபவிக்கப்பட்டன என்பதாம். வடநூலார் இடக்கர்ப்  பொருளவாகச் சொல்லிய புணர்ச்சித் தொழில்களும் ஈண்டு  அடக்கிக் கூறப்பட்டன.).","दृष्टि, श्रवण, स्वाद, गंध और स्पर्श की पांच इंद्रियों का (एक साथ) आनंद केवल उज्ज्वल ब्रेसलेटेड (महिलाओं) के साथ पाया जा सकता है।"
1102,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,பிணிக்கு மருந்து பிறமன் அணியிழை தன்நோய்க்குத் தானே மருந்து.,"Disease and medicine antagonists we surely see; This maid, to pain she gives, herself is remedy. ","रोगों की तो है दवा, उनसे अलग पदार्थ ।  जो सुतनू का रोग है, दवा वही रोगार्थ ॥","The remedy for a disease is always something different (from it); but for the disease caused by this jewelled maid, she is herself the cure.","(இடந்தலைப் பாட்டின்கண் சொல்லியது) பிணிக்கு மருந்து பிற  - வாதம் முதலிய பிணிகட்கு மருந்தாவன அவற்றிற்கு  நிதானமாயினவன்றி மாறாய இயல்பினையுடையனவாம்;  அணியிழை தன்நோய்க்கு மருந்து தானே - அவ்வாறன்றி  இவ்வணியிழையினை உடையாள் தன்னினாய பிணிக்கு  மருந்தும் தானேயாயினாள். (இயற்கைப் புணர்ச்சியை  நினைந்து முன் வருந்தினான் ஆகலின் 'தன்நோய்' என்றும்,  அவ்வருத்தந் தமியாளை இடத்து எதிர்ப்பட்டுத்,  தீர்ந்தானாகலின் 'தானே மருந்து' என்றும் கூறினான்.  இப்பிணியும் எளியவாயவற்றால் தீரப்பெற்றிலம் என்பதுபட  நின்றமையின், மன் ஒழியிசைக் கண் வந்தது.).","एक बीमारी का उपचार हमेशा कुछ अलग होता है (इससे); लेकिन इस ज्वेलर्ड नौकरानी के कारण होने वाली बीमारी के लिए, वह खुद ही इलाज है।"
1103,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,தாம்வீழ்வார் மென்றோள் துயிலின் இனிதுகொல் தாமரைக் கண்ணான் உலகு.,"Than rest in her soft arms to whom the soul is giv'n, Is any sweeter joy in his, the Lotus-eyed-one's heaven? ","निज दयिता मृदु स्कंध पर, सोते जो आराम ।  उससे क्या रमणीय है, कमल-नयन का धाम ॥",Can the lotus-eyed Vishnu's heaven be indeed as sweet to those who delight to sleep in the delicate arms of their beloved ?,"(நிரதிசய இன்பத்திற்குரிய நீ இச்சிற்றின்பத்திற்கு  இன்னையாதல் தகாது என்ற பாங்கற்குத் தலைவன்  சொல்லியது.) தாம் வீழ்வார் மென்தோள் துயிலின்  இனிதுகொல் - ஐம்புலன்களையும் நுகர்வார்க்குத் தாம்  விரும்பும் மகளிர் மெல்லிய தோளின்கண் துயிலும் துயில்  போல வருந்தாமல் எய்தலாமோ; தாமரைக் கண்ணான் உலகு  - அவற்றைத் துறந்த தவயோகிகள் எய்தும் செங்கண்மால்  உலகம். (ஐம்புலன்களையும் நுகர்வார் என்னும் பெயர் அவாய்  நிலையான் வந்தது. 'இப்பெற்றித்தாய துயிலை விட்டுத்  தவயோகங்களான் வருந்த வேண்டுதலின், எம்மனோர்க்கு  ஆகாது' என்னும் கருத்தால், 'இனிதுகொல்' என்றான்.  இந்திரன் உலகு என்று உரைப்பாரும் உளர்.  தாமரைக்கண்ணான் என்பது அவனுக்குப் பெயரன்மையின்,  அஃது உரையன்மையறிக.).",क्या कमल - आंखों वाले विष्णु का स्वर्ग वास्तव में उन लोगों के लिए मीठा हो सकता है जो अपने प्रिय की नाजुक बाहों में सोने का आनंद लेते हैं?
1104,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,நீங்கின் தெறூஉம் குறுகுங்கால் தண்ணென்னும் தீயாண்டுப் பெற்றாள் இவள்.,"Withdraw, it burns; approach, it soothes the pain; Whence did the maid this wondrous fire obtain? ","हटने पर देती जला, निकट गया तो शीत ।  आग कहाँ से पा गयी, बाला यह विपरीत ॥",From whence has she got this fire that burns when I withdraw and cools when I approach ?,"(பாங்கற் கூட்டத்து இறுதிக்கண் சொல்லியது.) நீங்கின்  தெறூஉம் குறுகுங்கால் தண் என்னும் தீ - தன்னை அகன்றுழிச்  சுடா நிற்கும், அணுகுழிக் குளிராநிற்கும் இப்பெற்றித்தாய  தீயை; இவள் யாண்டுப் பெற்றாள் - என்கண் தருதற்கு இவள்  எவ்வுலகத்துப் பெற்றாள். (கூடாமுன் துன்புறுதலின் 'நீங்கின்  தெறூஉம்' என்றும், கூடியபின் இன்புறுதலின், 'குறுகுங்கால்  தண் என்னும்' என்றும், இப்பெற்றியதோர் தீ உலகத்துக்கு  இல்லையாமாகலின் 'யாண்டுப் பெற்றாள்' என்றும் கூறினான்.  தன் காமத்தீத் தன்னையே அவள் தந்தாளாகக் கூறினான்,  அவளான் அது வெளிப்படுதலின்.).",उसे यह आग कहाँ से मिली है जो मेरे पीछे हटने पर जलती है और मेरे पास आने पर ठंडी हो जाती है?
1105,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,வேட் ட பொழுதின் அவையவை போலுமே தோட் டார் கதுப்பினாள் தோள்.,"In her embrace, whose locks with flowery wreaths are bound, Each varied form of joy the soul can wish is found. ","इच्छित ज्यों इच्छित समय, आकर दें आनन्द ।  पुष्पालंकृत केशयुत, हैं बाला के स्कंध ॥",The shoulders of her whose locks are adorned with flowers delight me as if they were the very sweets I have desired (to get).,"(தோழியிற் கூட்டத்து இறுதிக்கண் சொல்லியது) வேட்ட  பொழுதின் அவையவை போலுமே - மிக இனியவாய  பொருள்களைப் பெறாது அவற்றின்மேல் விருப்பங்கூர்ந்த  பொழுதின்கண் அவையவை தாமே வந்து இன்பஞ்செய்யுமாறு  போல இன்பஞ் செய்யும்; தோட்டார் கதுப்பினாள் தோள் -  எப்பொழுதும் பெற்றுப் புணரினும், பூவினை அணிந்த தழைத்த  கூந்தலின் யுடையாள் தோள்கள். (தோடு: ஆகுபெயர்.  இயற்கைப்புணர்ச்சி, இடந்தலைப்பாடு,பாங்கற்கூட்டத்துக்கண்  முன்னரே நிகழ்ந்திருக்க, பின்னரும் புதியவாய் நெஞ்சம்  பிணித்தலின், அவ்வாராமை பற்றி இவ்வாறு கூறினான்.  தொழிலுவமம்.).","उसके कंधे जिनके ताले फूलों से सजे हुए हैं, मुझे ऐसे प्रसन्न करते हैं जैसे कि वे वही मिठाई हैं जो मैंने (पाने के लिए) चाही है।"
1106,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,உறுதோறு உயிர்தளிர்ப்பத் தீண்டலால் பேதைக்கு அமிழ்தின் இயன்றன தோள்.,"Ambrosia are the simple maiden's arms; when I attain Their touch, my withered life puts forth its buds again! ","लगने से हर बार है, नवजीवन का स्पंद ।  बने हुए हैं अमृत के, इस मुग्धा के स्कंध ॥","The shoulders of this fair one are made of ambrosia, for they revive me with pleasure every time I embrace them.","(இதுவும் அது.) உயிர் உறுதோறு தளிர்ப்பத் தீண்டலால்-  தன்னைப் பெறாது வாடிய என்னுயிர் பெற்றுறுந்தோறும்  தளிர்க்கும் வகை தீண்டுதலான்; பேதைக்குத் தோள் அமிழ்தின்  இயன்றன - இப்பேதைக்குத் தோள்கள் தீண்டப்படுவதோர்  அமிழ்தினால் செய்யப்பட்டன. (ஏதுவாகலான் தீண்டல்  அமிழ்திற்கு எய்திற்று. வாடிய உயிரைத் தளிர்ப்பித்தல் பற்றி,  'அவை அமிழ்தின் இயன்றன' என்றான். தளிர்த்தல் -  இன்பத்தால் தழைத்தல்.).","इस मेले के कंधे एम्ब्रोसिया से बने हैं, क्योंकि जब भी मैं उन्हें गले लगाती हूं तो वे मुझे खुशी से पुनर्जीवित करते हैं।"
1107,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,தம்மில் இருந்து தமதுபாத்து உண்டற்றால் அம்மா அரிவை முயக்கு.,"As when one eats from household store, with kindly grace Sharing his meal: such is this golden maid's embrace. ","स्वगृह में स्वपादर्थ का, यथा बाँट कर भोग ।  रहा गेहुँए रंग की, बाला से संयोग ॥",The embraces of a gold-complexioned beautiful female are as pleasant as to dwell in one's own house and live by one's own (earnings) after distributing (a portion of it in charity).,(இவளை நீ வரைந்துகொண்டு உலகோர் தம் இல்லிருந்து தமது  பாத்துண்ணும் இல்லறத்தோடு படல் வேண்டும் என்ற  தோழிக்குச் சொல்லியது ) அம்மா அரிவை முயக்கம் - அழகிய  மாமை நிறத்தையுடைய அரிவையது முயக்கம்; தம்மில்  இருந்து தமது பாத்து உண்டற்று - இன்பம் பயத்தற்கண்  தமக்குரிய இல்லின்கண் இருந்து உலகோர் தம்தாளான் வந்த  பொருளைத் தென்புலத்தார் தெய்வம் விருந்து ஒக்கல்கட்குப்  பகுத்துத் தம் கூற்றை உண்டாற் போலும். (தொழில் உவமம்.  'இல்லறஞ்செய்தார் எய்தும் துறக்கத்து இன்பம் எனக்கு  இப்புணர்ச்சியே தரும்' என வரைவு உடன்படான்  கூறியவாறாயிற்று).,सोने की जटिल सुंदर महिला का आलिंगन उतना ही सुखद होता है जितना कि अपने घर में रहना और (दान में इसका एक हिस्सा) बांटने के बाद अपनी (कमाई) से जीना।
1108,புணர்ச்சி மகிழ்தல்,களவியல்,காமத்துப்பால்,Rejoicing in the Embrace,The Pre-marital love,Love,आलिंगन में आनन्दित होना,प्यार,शादी से पहले का प्यार,வீழும் இருவர்க்கு இனிதே வளியிடை போழப் படாஅ முயக்கு.,"Sweet is the strict embrace of those whom fond affection binds, Where no dissevering breath of discord entrance finds. ","आलिंगन जो यों रहा, बीच हवा-गति बंद ।  दोनों को, प्रिय औ’ प्रिया, देता है आनन्द ॥",To ardent lovers sweet is the embrace that cannot be penetrated even by a breath of breeze.,"(ஒத்த அன்புடைய நுமக்கு ஒரு பொழுதும் விடாத முயக்கமே  இனியது என வரைவுகடாய தோழிக்குச் சொல்லியது.) (நீ  சொல்லுகின்ற தொக்கும்) வளி இடை போழப்படா முயக்கு -  ஒரு பொழுதும் நெகிழாமையின் காற்றால் இடையறுக்கப்படாத  முயக்கம்; வீழும் இருவர்க்கு இனிதே - ஒருவரையொருவர்  விழைவார் இருவர்க்கும் இனிதே. (முற்று உம்மை  விகாரத்தால் தொக்கது. ஏகாரம் தேற்றத்தின்கண் வந்தது.  'ஈண்டு இருவர் இல்லை இன்மையான், இஃது ஒவ்வாது'  என்பது கருத்து. களவிற்புணர்ச்சியை மகிழ்ந்து வரைவு  உடன்படான் கூறியவாறு.).",उत्साही प्रेमियों के लिए मीठा आलिंगन वह आलिंगन है जिसे हवा की सांस से भी प्रवेश नहीं किया जा सकता है।
